node_A_num	node_B_num	combined_score
69	1136	0.32
69	164	0.189
493	903	0.27
605	156	0.256
130	998	0.396
271	951	0.781
284	299	0.938
410	660	0.36
439	667	0.369
551	641	0.189
660	675	0.287
1	399	0.394
495	1084	0.381
438	222	0.285
471	530	0.197
723	1052	0.175
734	1172	0.191
936	165	0.158
936	472	0.307
1029	1069	0.744
1075	865	0.195
1075	26	0.438
172	1126	0.174
477	196	0.167
686	32	0.294
15	212	0.186
83	844	0.398
83	1034	0.207
302	188	0.189
434	6	0.186
491	111	0.882
676	87	0.23
676	571	0.313
721	1038	0.466
872	675	0.342
975	423	0.16
1172	120	0.406
96	781	0.211
344	338	0.219
348	110	0.38
409	313	0.235
432	555	0.171
583	735	0.173
713	560	0.973
813	383	0.321
882	73	0.249
489	991	0.153
489	881	0.169
1063	599	0.995
50	1091	0.339
392	421	0.217
649	1130	0.334
783	517	0.988
1018	1036	0.999
14	556	0.5
25	546	0.152
153	666	0.26
170	486	0.974
170	194	0.236
178	521	0.24
456	199	0.2
456	1069	0.201
461	1042	0.407
954	1172	0.905
1084	1135	0.454
1147	494	0.173
91	74	0.167
295	918	0.781
341	131	0.312
394	1168	0.217
443	1101	0.178
591	683	0.151
860	399	0.201
1079	158	0.33
1118	304	0.226
217	795	0.158
273	680	0.208
298	670	0.396
567	411	0.358
567	1069	0.242
639	316	0.159
678	32	0.275
1149	438	0.536
135	514	0.167
265	1140	0.175
304	535	0.188
330	1108	0.161
355	144	0.154
452	795	0.372
614	862	0.333
673	473	0.188
767	1091	0.34
819	560	0.252
819	511	0.158
838	86	0.156
900	836	0.307
911	641	0.778
1013	1152	0.479
1125	460	0.184
1167	929	0.856
40	994	0.266
40	782	0.386
403	453	0.161
987	360	0.852
313	1082	0.157
1021	39	0.208
395	59	0.315
431	50	0.203
539	859	0.183
595	1107	0.17
943	447	0.247
1168	698	0.382
202	1036	0.265
781	870	0.577
1072	154	0.389
249	208	0.179
437	183	0.189
861	906	0.246
908	493	0.919
908	1079	0.278
3	78	0.227
36	194	0.2
136	852	0.264
168	231	0.156
381	74	0.151
898	1084	0.15
27	595	0.337
27	515	0.985
385	1061	0.157
521	489	0.526
666	944	0.27
786	801	0.248
844	752	0.977
844	709	0.659
878	1038	0.999
104	539	0.275
104	625	0.23
104	953	0.55
104	666	0.168
516	490	0.27
633	1030	0.214
707	371	0.27
549	396	0.979
598	290	0.188
718	458	0.156
785	364	0.286
865	70	0.386
883	73	0.173
79	88	0.511
613	1025	0.84
662	27	0.373
756	1125	0.468
1110	864	0.213
192	836	0.359
704	184	0.265
1144	721	0.233
422	941	0.205
428	252	0.184
556	575	0.451
1113	1128	0.999
1113	786	0.288
141	780	0.414
815	207	0.263
899	579	0.173
1002	851	0.904
1140	1104	0.252
1170	967	0.166
2	960	0.997
541	471	0.295
564	899	0.163
674	635	0.316
876	782	0.216
972	1044	0.294
1010	269	0.241
16	998	0.158
110	240	0.743
121	545	0.207
296	702	0.405
661	86	0.975
816	322	0.158
957	240	0.254
1061	795	0.944
1061	187	0.509
264	792	0.422
750	266	0.195
845	1131	0.188
845	942	0.232
1027	264	0.257
94	348	0.167
164	42	0.176
199	1176	0.189
968	516	0.181
1030	454	0.276
201	280	0.165
201	875	0.508
290	374	0.166
418	476	0.379
493	566	0.192
558	1033	0.157
780	750	0.195
181	1084	0.176
289	1054	0.294
410	209	0.2
416	589	0.217
416	1072	0.545
600	588	0.281
1034	142	0.211
1053	286	0.164
1053	355	0.228
1082	517	0.818
1131	378	0.965
1131	298	0.225
29	927	0.312
88	116	0.791
88	792	0.182
88	14	0.201
237	1038	0.178
237	158	0.536
240	924	0.583
255	315	0.265
255	480	0.441
389	987	0.226
485	792	0.997
630	409	0.474
857	405	0.578
23	366	0.209
31	445	0.577
166	676	0.193
384	77	0.164
384	26	0.2
773	857	0.3
84	1063	0.229
204	14	0.244
670	274	0.266
670	187	0.185
670	1080	0.75
686	255	0.766
426	957	0.254
721	130	0.184
914	614	0.999
975	67	0.224
981	888	0.245
37	364	0.293
96	157	0.331
425	822	0.205
583	231	0.181
583	105	0.628
888	1061	0.324
929	240	0.28
228	240	0.285
397	667	0.188
489	96	0.987
854	170	0.27
854	133	0.575
891	331	0.17
1052	725	0.211
263	924	0.21
263	703	0.185
480	1060	0.765
842	1001	0.486
78	1138	0.258
78	478	0.218
78	491	0.283
360	1069	0.582
454	37	0.264
560	143	0.633
1137	1052	0.238
25	536	0.857
456	671	0.157
665	433	0.272
726	1169	0.214
836	1167	0.181
1001	427	0.549
1055	584	0.169
1084	140	0.566
91	520	0.361
331	1155	0.597
399	978	0.178
591	1091	0.194
594	197	0.15
602	79	0.273
604	342	0.193
837	871	0.204
1118	447	0.495
119	91	0.315
139	822	0.28
298	397	0.314
412	295	0.352
468	40	0.989
870	18	0.386
1042	228	0.165
57	853	0.161
135	204	0.151
330	540	0.289
458	144	0.446
546	427	0.3
614	60	0.975
887	954	0.32
1080	1101	0.887
1091	528	0.175
1091	389	0.217
107	209	0.59
345	567	0.211
724	797	0.279
1101	844	0.833
40	953	0.221
43	328	0.636
43	230	0.639
67	595	0.191
85	73	0.279
403	896	0.156
403	151	0.403
406	558	0.231
528	554	0.296
1031	277	0.36
1108	545	0.179
259	665	0.24
313	723	0.285
1021	553	0.246
86	1095	0.357
163	816	0.227
188	409	0.301
327	101	0.279
805	790	0.227
873	844	0.287
895	228	0.397
1068	829	0.186
1112	447	0.295
611	1140	0.153
642	1159	0.298
642	124	0.455
697	956	0.969
784	504	0.239
863	228	0.991
1152	784	0.219
1152	964	0.233
474	189	0.211
599	381	0.362
708	641	0.326
117	1126	0.345
700	483	0.975
1077	1082	0.182
385	219	0.207
385	56	0.195
514	865	0.359
514	994	0.414
514	600	0.718
514	782	0.998
519	1082	0.278
521	710	0.154
844	929	0.28
844	972	0.959
852	226	0.817
878	375	0.338
1070	887	0.218
1070	408	0.198
9	472	0.162
248	288	0.382
460	550	0.253
499	431	0.228
516	278	0.188
516	634	0.486
633	399	0.833
1071	657	0.179
140	598	0.3
140	478	0.199
145	363	0.999
496	431	0.575
526	896	0.278
669	1046	0.226
737	197	0.193
903	54	0.173
1054	780	0.187
562	493	0.197
562	191	0.153
803	82	0.262
934	634	0.181
941	255	0.374
191	1132	0.998
320	519	0.201
422	844	0.644
422	271	0.219
769	101	0.15
808	865	0.235
141	427	0.27
256	1021	0.355
272	240	0.218
624	423	0.256
1050	1000	0.269
1050	926	0.165
1050	661	0.297
1120	1134	0.997
1170	639	0.204
1170	546	0.282
1170	1142	0.181
2	691	0.303
44	712	0.155
463	1050	0.308
541	80	0.183
725	801	0.349
931	553	0.371
956	176	0.306
956	301	0.192
972	598	0.258
121	963	0.319
167	846	0.291
175	82	0.472
916	368	0.993
916	953	0.194
1022	1019	0.243
100	1124	0.341
133	1010	0.236
343	495	0.207
750	359	0.162
817	209	0.305
199	844	0.444
580	815	0.235
703	220	0.168
1030	78	0.188
433	110	0.361
493	813	0.208
572	585	0.212
572	894	0.164
416	901	0.187
511	819	0.158
511	662	0.526
632	705	0.184
806	670	0.248
806	816	0.246
1165	1156	0.232
156	878	0.171
398	231	0.167
398	145	0.3
398	188	0.178
857	496	0.194
857	1140	0.473
857	330	0.993
1128	433	0.685
312	363	0.224
411	265	0.191
787	80	0.416
853	191	0.252
30	324	0.301
15	94	0.966
83	106	0.165
219	1048	0.173
635	591	0.243
676	285	0.197
914	1061	0.275
981	620	0.174
96	603	0.988
223	262	0.242
348	343	0.184
425	156	0.377
583	1031	0.162
683	488	0.29
813	118	0.285
929	508	0.37
397	489	0.19
655	672	0.289
535	1150	0.258
552	816	0.203
634	923	0.528
649	213	0.271
834	767	0.224
879	283	0.184
1023	363	0.195
1106	730	0.256
1106	709	0.156
1137	633	0.193
14	87	0.17
390	1142	0.409
902	702	0.172
954	729	0.945
295	674	0.209
295	462	0.216
341	596	0.176
399	644	0.274
525	961	0.39
782	520	0.744
1079	442	0.159
1079	753	0.966
119	825	0.194
189	541	0.189
468	196	0.97
527	579	0.796
569	240	0.337
1145	14	0.345
97	283	0.243
200	136	0.154
355	26	0.293
402	421	0.504
673	38	0.512
887	94	0.262
1091	340	0.969
1091	571	0.994
1125	208	0.222
49	156	0.244
653	796	0.206
512	1169	0.336
528	371	0.16
654	400	0.226
814	364	0.508
995	1169	0.162
995	264	0.284
608	469	0.163
691	1140	0.373
741	797	0.376
906	790	0.352
1143	660	0.22
86	1132	0.466
382	931	0.33
431	194	0.345
539	1083	0.332
656	19	0.328
1168	923	0.162
791	641	0.229
863	684	0.863
908	57	0.192
908	50	0.277
1008	426	0.364
1159	129	0.522
270	824	0.161
381	252	0.2
396	1120	0.996
396	358	0.999
715	273	0.209
991	791	0.179
519	842	0.236
519	257	0.233
666	193	0.19
709	775	0.726
786	706	0.243
878	1112	0.866
944	409	0.199
978	78	0.183
999	837	0.172
999	1000	0.352
42	169	0.277
143	499	0.152
143	1112	0.273
460	238	0.157
707	641	0.278
763	49	0.373
598	30	0.29
598	857	0.294
788	699	0.184
865	628	0.268
865	601	0.688
1141	578	0.195
61	185	0.171
79	955	0.156
174	1025	0.839
196	857	0.406
196	77	0.219
220	836	0.295
419	209	0.575
496	289	0.319
508	798	0.239
903	1123	0.152
209	808	0.154
358	1125	0.999
629	1036	0.367
953	230	0.329
191	144	0.996
422	443	0.166
810	171	0.384
881	57	0.205
990	110	0.19
1113	761	0.175
231	807	0.201
231	1001	0.206
553	957	0.293
626	773	0.18
1050	120	0.429
1140	1167	0.377
620	866	0.212
674	753	0.174
725	707	0.287
848	1152	0.324
972	75	0.282
1117	296	0.189
110	611	0.323
110	338	0.42
167	503	0.181
278	309	0.161
296	545	0.329
739	861	0.874
816	606	0.621
957	94	0.208
1046	399	0.331
103	758	0.156
133	833	0.159
534	1150	0.154
601	397	0.167
750	343	0.285
164	169	0.391
251	425	0.239
251	40	0.302
588	31	0.196
433	915	0.246
570	980	0.424
572	929	0.402
699	5	0.223
416	140	0.635
446	1110	0.202
600	10	0.157
600	1028	0.253
712	6	0.157
712	88	0.41
712	419	0.56
918	491	0.168
918	809	0.56
156	1026	0.375
447	1063	0.205
485	492	0.159
495	176	0.249
832	1053	0.183
832	282	0.167
375	670	0.362
438	985	0.156
574	152	0.236
644	399	0.274
717	201	0.288
717	19	0.953
723	879	0.219
84	805	0.267
187	463	0.996
246	1113	0.407
515	994	0.157
515	36	0.264
544	788	0.165
1058	579	0.156
15	761	0.255
127	900	0.99
323	240	0.888
690	206	0.174
1142	573	0.282
96	70	0.83
99	224	0.521
683	472	0.24
882	776	0.159
882	34	0.485
1028	556	0.434
581	884	0.333
612	295	0.168
655	489	0.538
893	986	0.379
1156	1151	0.229
263	491	0.152
340	341	0.195
480	98	0.714
535	871	0.434
668	383	0.311
842	152	0.232
75	10	0.151
78	790	0.613
125	596	0.195
592	504	0.174
634	259	0.462
649	626	0.187
1006	956	0.157
1137	695	0.297
1137	344	0.385
70	101	0.4
456	899	0.497
779	506	0.203
954	517	0.204
954	445	0.359
963	906	0.207
1001	416	0.185
114	1172	0.294
295	713	0.187
309	278	0.161
399	629	0.558
399	755	0.158
399	624	0.207
427	26	0.186
427	600	0.212
604	535	0.187
681	719	
896	380	0.222
39	1079	0.769
39	285	0.221
58	698	0.198
139	956	0.213
152	527	0.242
152	156	0.367
185	34	0.178
273	189	0.182
273	1037	0.37
567	1048	0.466
567	14	0.511
639	364	0.171
1011	631	0.358
1042	910	0.356
1126	525	0.294
158	155	0.434
402	266	0.464
819	169	0.237
887	508	0.786
900	228	0.159
967	77	0.167
1013	871	0.262
1167	585	0.235
1176	295	0.188
49	883	0.211
49	440	0.906
951	143	0.841
43	409	0.352
51	230	0.254
63	187	0.999
169	947	0.15
194	485	0.168
194	104	0.202
403	721	0.533
403	876	0.263
654	188	0.285
762	1107	0.316
987	208	0.207
998	782	0.66
1150	360	0.271
205	39	0.173
313	27	0.31
578	980	0.316
578	410	0.253
675	129	0.343
695	753	0.188
730	635	0.367
741	931	0.53
741	168	0.265
983	1011	0.239
1073	490	0.356
86	77	0.403
359	1118	0.316
359	1134	0.316
873	495	0.21
943	1018	0.537
202	23	0.277
230	704	0.217
230	634	0.249
642	1106	0.296
754	878	0.174
781	541	0.26
1081	320	0.153
1134	1095	0.999
1152	1039	0.182
249	360	0.232
437	1118	0.177
474	815	0.216
764	456	0.776
889	629	0.472
908	763	0.917
1008	758	0.588
1159	1166	0.44
150	727	0.219
270	991	0.853
267	199	0.242
275	602	0.294
519	536	0.18
641	646	0.565
786	118	0.227
844	544	0.169
852	491	0.196
978	1104	0.384
148	1058	0.233
244	292	0.278
244	188	0.405
460	1129	0.166
516	1080	0.316
628	189	0.171
6	628	0.935
102	986	0.44
105	290	0.279
140	351	0.327
183	467	0.152
183	1036	0.186
225	1002	0.588
915	136	0.206
922	1075	0.436
1130	458	0.208
79	303	0.331
220	1170	0.181
419	374	0.329
662	1082	0.192
669	469	0.19
756	785	0.368
871	41	0.186
1044	174	0.27
45	230	0.152
109	156	0.189
154	643	0.213
358	660	0.335
358	437	0.399
818	63	0.988
953	205	0.503
953	1174	0.182
980	752	0.193
993	54	0.238
1144	303	0.183
54	736	0.173
226	538	0.176
769	50	0.211
808	281	0.324
1074	543	0.154
1123	196	0.331
64	101	0.153
222	972	0.5
231	1126	0.174
285	261	0.378
376	431	0.278
554	1060	0.185
1050	650	0.184
1120	437	0.286
620	981	0.174
702	251	0.161
729	312	0.763
876	222	0.187
950	270	0.379
1066	715	0.231
121	86	0.432
278	542	0.192
582	216	0.687
582	15	0.262
739	411	0.159
1061	653	0.157
1061	490	0.171
100	397	0.246
100	668	0.561
133	836	0.197
374	707	0.323
534	398	0.186
698	822	0.228
817	588	0.448
211	98	0.201
577	301	0.225
588	583	0.232
758	76	0.834
69	397	0.203
193	856	0.944
484	190	0.191
572	81	0.252
605	493	0.159
986	1084	0.997
416	306	0.205
600	37	0.307
918	818	0.25
1053	485	0.178
1169	27	0.767
4	14	0.465
255	605	0.691
398	676	0.244
469	37	0.43
775	105	0.193
857	228	0.227
1026	76	0.171
8	829	0.187
8	654	0.261
166	251	0.157
773	986	0.215
936	503	0.197
1033	1106	0.193
74	374	0.273
187	313	0.226
204	290	0.151
1174	283	0.419
260	62	0.235
663	339	0.209
914	939	0.249
37	841	0.23
223	226	0.166
425	955	0.153
882	320	0.316
929	280	0.183
190	56	0.187
321	690	0.215
581	14	0.256
612	333	0.435
793	837	0.2
1052	495	0.422
280	723	0.465
552	641	0.445
78	570	0.213
78	968	0.16
378	963	0.464
378	159	0.203
378	915	0.355
391	963	0.209
822	924	0.994
847	585	0.167
856	683	0.296
1018	585	0.157
1106	1101	0.913
365	277	0.158
365	561	0.244
456	77	0.46
1001	759	0.175
1055	252	0.189
1055	718	0.154
399	1016	0.34
801	107	0.259
801	4	0.307
131	825	0.181
152	125	0.184
152	302	0.311
569	404	0.291
841	325	0.251
939	566	0.156
1092	308	
1092	719	
1126	642	0.579
158	1104	0.278
200	50	0.384
546	378	0.962
546	178	0.419
547	539	0.169
887	107	0.278
887	4	0.292
967	641	0.166
1013	566	0.248
1125	508	0.401
107	1140	0.399
107	791	0.159
653	1168	0.187
1101	174	0.341
41	198	0.186
41	1021	0.207
43	670	0.245
67	869	0.165
67	638	0.216
448	499	0.189
512	1101	0.251
738	1091	0.195
821	1074	0.173
1051	191	0.199
313	646	0.278
369	244	0.4
675	209	0.188
675	865	0.336
730	489	0.503
983	448	0.795
206	592	0.174
342	833	0.339
895	873	0.246
555	140	0.554
579	605	0.178
579	959	0.3
642	161	0.197
646	829	0.229
646	542	0.167
735	365	0.577
754	980	0.224
791	625	0.151
919	84	0.258
1127	904	0.235
1134	496	0.372
1134	910	0.188
540	695	0.175
571	365	0.255
708	873	0.288
749	883	0.273
764	1054	0.301
1014	794	0.287
270	458	0.386
396	584	0.637
991	515	0.98
1077	801	0.16
275	545	0.197
641	560	0.196
645	85	0.153
645	421	0.168
786	1084	0.161
9	794	0.241
9	437	0.357
42	957	0.347
216	220	0.17
244	183	0.215
404	773	0.2
404	644	0.375
628	967	0.167
707	816	0.408
165	699	0.169
183	188	0.187
598	741	0.267
922	8	0.203
922	99	0.374
274	866	0.353
346	795	0.153
453	963	0.156
669	924	0.225
737	1061	0.198
753	643	0.615
1054	456	0.365
24	503	0.379
24	868	0.412
197	143	0.523
209	635	0.185
358	535	0.171
934	452	0.22
941	585	0.393
54	765	0.158
54	838	0.275
191	411	0.197
226	394	0.166
364	451	0.208
422	1084	0.939
428	735	0.156
556	289	0.222
761	259	0.435
909	639	0.236
1113	1112	0.999
231	918	0.862
231	844	0.302
503	570	0.737
561	964	0.662
561	489	0.83
626	207	0.276
620	1108	0.442
729	781	0.958
931	246	0.151
1117	187	0.243
1117	86	0.289
16	191	0.208
121	590	0.199
167	583	0.178
167	264	0.226
167	81	0.267
816	641	0.252
1046	1048	0.383
1069	515	0.981
264	426	0.324
269	439	0.15
269	535	0.376
750	3	0.303
750	561	0.38
829	120	0.204
77	1042	0.999
77	163	0.658
211	156	0.171
251	358	0.996
261	113	0.179
577	960	0.194
588	114	0.24
650	384	0.197
758	198	0.271
7	269	0.379
7	396	0.287
69	39	0.159
193	709	0.322
201	1128	0.32
433	189	0.616
558	124	0.183
743	381	0.643
759	1021	0.181
986	1033	0.431
1151	711	0.157
258	1152	0.18
410	230	0.179
446	703	0.261
511	927	0.395
770	838	0.302
835	813	0.37
1053	187	0.276
1095	865	0.326
1165	1167	0.206
1169	113	0.169
1169	620	0.18
462	489	0.157
495	1129	0.519
630	144	0.196
832	999	0.495
384	313	0.238
505	461	0.546
717	376	0.26
723	384	0.255
734	143	0.339
773	431	0.164
477	1135	0.654
862	102	0.284
1058	729	0.176
1174	754	0.24
33	585	0.459
127	18	0.248
831		0.166
37	630	0.193
348	556	0.465
683	252	0.216
882	495	0.34
888	172	0.292
888	691	0.162
733	110	0.259
379	690	0.177
478	646	0.376
480	1091	0.304
360	994	0.393
360	397	0.195
550	71	0.351
560	519	0.37
1129	545	0.179
14	34	0.232
153	836	0.521
171	170	0.476
790	884	0.401
790	77	0.335
790	600	0.544
902	320	0.192
300	419	0.305
341	230	0.293
399	61	0.453
483	419	0.217
591	624	0.15
625	287	0.31
1118	495	0.986
39	546	0.276
55	320	0.225
58	875	0.151
139	4	0.166
152	1053	0.172
189	917	0.167
435	993	0.206
517	862	0.45
567	658	0.243
567	83	0.231
57	503	0.185
304	1172	0.153
304	1054	0.152
355	433	0.253
402	797	0.349
546	468	0.35
546	819	0.564
900	1113	0.162
911	290	0.285
1080	585	0.658
1080	1050	0.192
1091	169	0.999
1091	962	0.217
1176	676	0.183
142	71	0.164
345	402	0.185
587	975	0.733
684	536	0.965
951	1125	0.499
1101	117	0.422
51	1024	0.262
194	319	0.181
406	791	0.212
413	780	0.197
755	7	0.496
1107	887	0.344
205	769	0.159
380	1058	0.404
741	746	0.218
81	875	0.185
81	323	0.279
81	991	0.17
895	79	0.233
11	296	0.195
611	539	0.235
727	903	0.707
735	782	0.156
863	477	0.375
919	712	0.211
919	788	0.173
186	702	0.169
407	707	0.18
474	1084	0.151
474	86	0.98
571	1030	0.98
573	1036	0.167
764	519	0.429
973	265	0.359
1132	378	0.993
38	1142	0.343
1138	606	0.19
27	250	0.212
385	394	0.208
385	238	0.181
514	313	0.154
597	73	0.965
606	536	0.832
617	1079	0.217
641	922	0.324
878	440	0.53
978	285	0.31
1070	934	0.29
143	611	0.666
244	660	0.278
404	750	0.372
520	193	0.39
633	833	0.361
633	791	0.276
549	546	0.99
718	158	0.187
1130	432	0.292
419	1117	0.8
419	129	0.252
419	899	0.303
613	956	0.233
753	973	0.514
871	293	0.252
910	1047	0.196
910	953	0.292
24	927	0.187
120	416	0.201
154	1057	0.598
157	231	0.218
192	670	0.231
209	410	0.2
358	584	0.953
803	283	0.294
941	1011	0.242
953	595	0.271
980	1125	0.671
993	708	0.15
226	1145	0.194
238	12	0.313
320	143	0.606
364	865	0.685
428	929	0.436
556	867	0.471
638	1042	0.295
923	857	0.85
962	313	0.178
962	237	0.265
1155	217	0.176
73	7	0.347
141	819	0.293
231	464	0.396
561	533	0.152
610	606	0.546
859	1159	0.224
1120	188	0.284
1170	16	0.161
620	1016	0.221
674	233	0.219
956	711	0.181
956	507	0.967
972	196	0.157
1066	1061	0.519
296	285	0.27
582	50	0.203
582	888	0.237
916	1150	0.161
1069	758	0.15
1154	286	0.159
103	402	0.175
269	211	0.157
415	1036	0.264
607	579	0.218
607	102	0.312
77	819	0.249
199	319	0.513
251	1125	0.675
261	285	0.378
588	749	0.289
968	901	0.49
193	40	0.969
290	599	0.291
493	741	0.937
570	1059	0.481
699	242	0.162
743	604	0.498
52	133	0.156
410	324	0.253
884	189	0.189
955	140	0.562
1000	156	0.196
1034	323	0.312
1053	686	0.272
1076	632	0.62
1131	251	0.96
29	585	0.263
29	662	0.16
255	684	0.191
398	23	0.465
398	66	0.253
462	672	0.151
832	956	0.409
1067	66	0.15
23	1015	0.248
23	624	0.312
166	718	0.167
438	260	0.422
574	602	0.171
132	399	0.156
132	225	0.178
172	602	0.489
640	909	0.667
862	49	0.188
33	231	0.357
441	411	0.303
491	315	0.609
491	567	0.435
914	489	0.973
981	776	0.517
1172	156	0.286
87	206	0.386
223	140	0.344
344	1057	0.201
425	419	0.397
882	286	0.157
882	244	0.475
888	156	0.266
929	665	0.329
113	1011	0.443
228	820	0.991
774	1041	0.203
854	52	0.163
854	669	0.45
710	101	0.273
842	1037	0.232
842	602	0.525
454	409	0.271
596	266	0.209
634	562	0.211
649	790	0.944
856	540	0.962
1023	606	0.186
1023	953	0.321
1129	1080	0.753
14	634	0.274
14	217	0.306
137	556	0.234
836	838	0.157
91	783	0.421
295	42	0.867
393	394	0.159
399	314	0.328
459	852	0.15
533	646	0.467
594	624	0.166
896	1095	0.23
974	1058	0.273
55	770	0.255
152	870	0.17
189	171	0.471
189	825	0.384
189	878	0.991
217	340	0.957
639	841	0.2
1003	333	0.247
1057	805	0.366
1149	459	0.64
265	1067	0.196
355	717	0.566
355	599	0.22
402	244	0.476
546	40	0.263
772	859	0.259
819	244	0.23
1125	772	0.392
107	228	0.25
587	864	0.267
1016	610	0.689
63	277	0.299
67	258	0.151
194	915	0.357
403	1002	0.191
930	189	0.202
1024	676	0.243
1031	1104	0.345
1150	895	0.153
90	600	0.19
266	310	0.177
313	495	0.261
353	757	0.162
380	787	0.181
890	1073	0.185
890	630	0.246
927	764	0.206
1158	1157	0.166
81	755	0.41
86	496	0.177
163	638	0.235
188	310	0.405
325	433	0.261
359	855	0.254
382	915	0.344
382	1066	0.458
431	1080	0.937
595	876	0.467
805	759	0.465
895	782	0.528
1019	100	0.956
476	678	0.603
555	1136	0.3
579	782	0.87
579	600	0.926
697	512	0.199
791	1149	0.609
1072	934	0.192
1081	167	0.185
1135	899	0.161
437	709	0.325
599	409	0.496
708	782	0.182
764	358	0.633
908	634	0.269
1008	379	0.259
117	889	0.18
381	81	0.308
700	703	0.431
898	50	0.197
27	1150	0.999
373	172	0.183
514	1152	0.233
584	178	0.527
616	415	0.9
616	1150	0.162
617	106	0.261
709	50	0.162
709	57	0.293
852	759	0.372
944	144	0.245
944	263	0.167
999	1123	0.351
999	917	0.962
1070	77	0.33
42	844	0.205
42	3	0.153
42	389	0.311
143	70	0.188
143	954	0.343
143	1128	0.646
242	406	0.152
242	268	0.253
244	351	0.203
467	861	0.175
763	864	0.2
105	408	0.867
105	129	0.515
140	188	0.731
883	1176	0.225
1130	100	0.447
79	377	0.817
174	601	0.84
220	77	0.999
346	546	0.616
1110	709	0.851
154	1168	0.63
417	841	0.325
803	835	0.315
803	1074	0.183
803	809	0.515
818	904	0.58
818	684	0.992
980	1118	0.165
320	1042	0.284
808	380	0.319
850	813	0.224
73	625	0.417
231	826	0.156
231	104	0.313
503	292	0.367
610	144	0.952
752	625	0.23
752	131	0.602
815	811	0.239
815	1025	0.483
899	1044	0.255
1050	825	0.296
1050	878	0.971
1140	101	0.247
674	1016	0.241
702	378	0.356
950	844	0.229
1010	152	0.333
1066	614	0.152
1133	19	0.807
167	578	0.24
537	91	0.176
586	585	0.287
739	334	0.267
897	1125	0.166
916	250	0.999
957	980	0.505
1153	345	0.909
100	1023	0.349
269	662	0.27
269	265	0.359
366	955	0.157
374	1126	0.163
423	416	0.297
451	458	0.15
750	805	0.165
833	647	0.154
845	156	0.383
964	67	0.155
211	825	0.235
251	1172	0.289
580	1083	0.159
650	62	0.286
193	1031	0.225
464	220	0.26
558	266	0.173
558	169	0.307
605	592	0.188
699	8	0.184
52	605	0.174
284	614	0.995
284	1025	0.981
284	820	0.985
322	280	0.271
446	612	0.154
657	638	0.285
918	1071	0.27
1095	290	0.204
29	675	0.403
156	980	0.389
255	239	0.2
389	1030	0.306
485	374	0.292
977	844	0.311
1128	857	0.515
8	496	0.243
411	46	0.152
717	1101	0.3
717	517	0.315
723	571	0.999
723	210	0.326
776	220	0.999
1029	575	0.171
1033	159	0.193
30	115	0.21
172	198	0.217
204	539	0.651
204	666	0.864
477	975	0.303
862	469	0.378
302	331	0.152
663	707	0.27
676	2	0.348
846	570	0.524
981	174	0.28
1142	1140	0.214
409	596	0.427
425	870	0.467
683	1019	0.251
713	383	0.179
713	1063	0.15
882	620	0.205
